"CAS","SMILES","route","a_2u_nephropathy","abdominal_cavity","adipose_tissue","adrenal_gland","bladder","body_weight","bone","bone_marrow","brain","clinical_chemistry","CNS","endocrine_system","female_reproductive_organ","gall_bladder_bile_duct","haematopoiesis","Harderian_gland","heart","immune_system","intestine","kidney","liver","lymph_node","male_accessory_gland","male_reproductive_organ","mammary_gland","pancreas","pituitary_gland_hypohysis","RBC","salivary_gland","skeletal_muscle","skin_subcutaneous_tissue","spinal_cord","spleen","thymus","thyroid_gland","trachea","urinary_tract","urine_analysis","vascular_system","WBC"
57960197,"C1(OC(C)=O)C(=O)c2c(C(=O)C=1CCCCCCCCCCCC)cccc2","oral",0,0,0,0,0,0,0,0,0,0.3289986996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3289986996
66246886,"c1(Cl)c(C(CCC)CN2C=NC=N2)ccc(Cl)c1","oral",0,0,0,0,0,0.7118477075,0,0,0.7118477075,0.0073894226,0,0,0,0,0,0,0,0,0,0.7118477075,0.0073894226,0,0,0.7118477075,0,0,0,0,0,0,0,0,0,0.7118477075,0,0,0,0,0,0
85509199,"c1([Si](C)(c2ccc(F)cc2)CN2C=NC=N2)ccc(F)cc1","oral",0,0,0,0,0.0700697527,0.0982878884,0,0,0,0.0856055802,0,0,0,0,0,0,0,0,0,0,0.0700697527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132739312,"C(C)(C)(C)OCC(C)OC(C)CO","oral",0,0,0,5.2548607462,0,0,0,0,0,5.2548607462,5.2548607462,0,0,0,0,0,0,0,0,1.3137151865,5.2548607462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,"C=O","inhalation",0,0,0,0,0,0.0946023673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55312,"c1(O)c(O)cc(C(O)CNC)cc1_Cl","inhalation",0,0,0,0.0413843906,0,0.0413843906,0,0,0,0,0,0,0,0,0,0,0.0413843906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57556,"C(C)(O)CO","inhalation",0,0,0,0,0,6.5711657248,0,0,0,6.5711657248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5711657248
64186,"C(=O)O","inhalation",0,0,0,0,0,0.1487265291,0,0,0,0.0743632645,0,0,0,0,0,0,0,0,0,0,0.5949061165,0,0,0,0,0,0,0.0743632645,0,0,0,0,0,0,0,0,0,0,0,0
67630,"C(C)(C)O","inhalation",0,0,0,0,0,0,0,0,0,0,13.9540160339,0,0,0,0,0,0,0,0,46.5133867795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67663,"C(Cl)(Cl)Cl","inhalation",0,0,0,0,0,0.0951887784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2855663351,0.8566990054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71432,"c1ccccc1","inhalation",0,0,0,0,0,0,0,2.7886224206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7886224206
74964,"C(C)Br","inhalation",0,0,0,0,0,14.8726529094,0,14.8726529094,14.8726529094,0,14.8726529094,0,14.8726529094,0,0,14.8726529094,0,0,0,0,7.4363264547,0,0,14.8726529094,0,0,0,0,14.8726529094,14.8726529094,0,14.8726529094,14.8726529094,0,0,0,0,0,0,0
75003,"C(C)Cl","inhalation",0,0,0,0,0,23.238520171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.6127532999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75058,"C(C)#N","inhalation",0,0,0,0,0,0.9295408068,0,7.4363264548,7.4363264548,0,7.4363264548,0,14.8726529094,0,0,0,3.7181632273,0,0,14.8726529094,3.7181632273,0,0,0,0,0,0,7.4363264548,0,0,0,0,14.8726529094,7.4363264548,14.8726529094,0,0,0,0,0.9295408068
75525,"CN(=O)=O","inhalation",0,0,0,0,0,13.9625282973,0,1.7499702133,0,6.9812641488,3.4924937448,0,0,0,0,0,0,0,0,0,0,0,0,6.9812641488,0,0,0,0.8749851067,0,0,0,3.4924937448,0,0,0,0,0,0,0,0
78842,"C(=O)C(C)C","inhalation",0,0,0,0,0,37.1816322736,0,0,37.1816322736,4.6477040343,37.1816322736,37.1816322736,0,0,0,0,0,0,0,37.1816322736,37.1816322736,0,0,4.6477040343,0,0,0,4.6477040343,0,0,0,0,0,37.1816322736,0,74.3632645474,0,0,0,4.6477040343
78853,"C(=C)(C)C=O","inhalation",0,0,0,0,0,0.1426737052,0,0,0,0,0.0453961789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78933,"C(C)(=O)CC","inhalation",0,0,0,0,0,11.8064573063,0,0,46.6459071369,46.6459071369,0,0,0,0,0,0,0,0,0,46.6459071369,11.8064573063,0,0,0,0,0,0,46.6459071369,0,0,0,0,46.6459071369,0,0,0,0,0,0,0
79221,"C(=O)(Cl)OC","inhalation",0,0,0,0,0,0.0743632646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371816323,0,0,0,0
79414,"C(=O)(O)C(=C)C","inhalation",0,0,0,0,0,2.827379381,0,0,0,2.827379381,0,0,0,0,0,0,0,0,0,0,2.827379381,2.827379381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80626,"C(=O)(C(=C)C)OC","inhalation",0,0,0,0,0,18.5908161368,0,46.4770403421,9.2954080684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4770403421,0,0,0,0,0,0,0
88120,"C1(=O)CCCN1C=C","inhalation",0,0,0,0,0,0,0,0,0,0.0470332259,1.1308423446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470332259,0,0,0,0,0,0,0,0,0,1.1308423446,0,0
88733,"c1(Cl)c(N(=O)=O)cccc1","inhalation",0,0,0,0,0,0,0,0,0,0.1673173452,0,0,0,0,0,0,0,0,0,0.0102249489,0.0213794386,0,0,0,0,0,0,0.0102249489,0,0,0,0,0.0418293363,0,0,0,0,0,0,0
96333,"C(=O)(C=C)OC","inhalation",0,0,0,0,0,1.169494926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169494926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2809110972,0,0,0,0
98000,"C1(CO)=CC=CO1","inhalation",0,0,0,0,0,0.297470114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297470114,0,0,0.148735057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98828,"c1(C(C)C)ccccc1","inhalation",0,0,0,4.6477040342,0,0,0,0,0,4.6477040342,0,0,0,0,0,0,0,0,0,4.6477040342,4.6477040342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6477040342
98839,"C(=C)(C)c1ccccc1","inhalation",0.6971261097,0,0,0,0,0,0,0,0,2.7885044386,0,0,0,0,0,0,0,0,0,0.6971261097,1.3942522192,0,0,0,0,0,0,1.3942522192,0,0,0,0,0,0,0,0,0,1.3942522192,0,0
100005,"c1(Cl)ccc(N(=O)=O)cc1","inhalation",0.0139431121,0,0,0,0,0,0,0.0278862242,0,0.0557724484,0,0,0,0,0.0139431121,0.0278862242,0,0,0,0.0139431121,0.0278862242,0,0,0.2230897937,0,0,0,0.0139431121,0,0,0,0,0.0139431121,0,0,0,0,0,0,0
100378,"C(O)CN(CC)CC","inhalation",0,0,0,0,0,0.6971556052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6971556052,0.6971556052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100403,"C(=C)C1CC=CCC1","inhalation",0,0,0,0,0,13.9431121026,0,0,0,0,2.3238520171,0,13.9431121026,0,0,0,0,0,0,2.3238520171,9.2954080684,0,0,13.9431121026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100414,"c1(CC)ccccc1","inhalation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3204637502,2.3204637502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100425,"c1(C=C)ccccc1","inhalation",0,0,0,0,0,13.9431121026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103117,"C(=O)(C=C)OCC(CCCC)CC","inhalation",0,0,0,0.9249758273,0,0.2774927482,0,0,0,0.2774927482,0.2774927482,0,0,0,0,0,0,0,0,0,0.9249758273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104767,"C(CCCC)(CC)CO","inhalation",0,0,0,0,0,0,0,0,0,0.139431121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106887,"C1(CC)CO1","inhalation",0,0,0,0,0,7.4370997831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106923,"C(=C)COCC1CO1","inhalation",0,0,0,0,0,0.0929540807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371816323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929540807,0,0,0,0
106945,"C(Br)CC","inhalation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9238728751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107051,"C(=C)CCl","inhalation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893885939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107460,"C[Si](C)(C)O[Si](C)(C)C","inhalation",0,0,0,0,0,14.0267707752,0,0,0,0.4647704034,0,0,0,0,0,0,0,0,0,5.5121769845,0,0,0,0,0,0,0,1.8033091653,0,0,0,0,0,0,0,0,0,5.5121769845,0,0
107982,"C(C)(O)COC","inhalation",0,0,0,0,0,0,0,0,0,28.3775602866,0,0,0,0,0,0,0,0,0,0,28.3775602866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108101,"C(C)(=O)CC(C)C","inhalation",0,0,0,0,0,2.3424428333,0,0,0,9.3139988846,0,0,0,0,0,0,0,0,0,2.3424428333,9.3139988846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3424428333,0,9.3139988846
108247,"C(C)(=O)OC(C)=O","inhalation",0,0,0,0,0,0.1859081613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1859081613,0,0,0,0,0,0,0,0,0,0,0,0
109999,"C1CCCO1","inhalation",0,0,0,0,0,0,0,0,0,46.4883196127,0,0,0,0,0,0,0,0,0,0,46.4883196127,0,0,0,0,0,0,46.4883196127,0,0,0,0,46.4883196127,46.4883196127,0,0,0,0,0,46.4883196127
111308,"C(=O)CCCC=O","inhalation",0,0,0,0,0,0.0092954081,0,0,0,0.0092954081,0,0,0,0,0,0,0.0092954081,0,0,0.002323852,0,0,0,0.0092954081,0,0,0,0.001161926,0,0,0,0,0,0.0092954081,0,0,0,0,0,0.001161926
111422,"C(O)CNCCO","inhalation",0,0,0,0,0,0.9298290051,0,0,0.9298290051,0.3469849702,0,0,0,0,0,0,0,0,0,0.3469849702,0.3469849702,0,0,0,0,0,0,0.9298290051,0,0,0,0,0,0,0,0.3469849702,0,0.3469849702,0,0
111693,"C(#N)CCCCC#N","inhalation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2080636212,0,0,0,0,0,0,0,0,0,0.0271113203,0,0
111922,"C(CCC)NCCCC","inhalation",0,0,0,0,0,0.2637594514,0,0,0,0,0.0879198171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112254,"C(CCCCC)OCCO","inhalation",0,0,0,0,0,0.3730113831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3730113831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115071,"C(=C)C","inhalation",0,0,0,0,0,5.8330452816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115106,"COC","inhalation",0,0,0,0,0,0,0,0,0,185.9081613684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.9081613684
115117,"C(=C)(C)C","inhalation",0,0,0,0,0,0,0,0,0,4.6477040342,0,0,0,0,0,0,0,0,0,4.6477040342,4.6477040342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116143,"C(F)(F)=C(F)F","inhalation",0,0,0,0,0,46.477040342,0,0,0,0,0,0,0,0,0,0,11.6192600855,0,0,5.8096300428,2.9001673173,0,0,0,0,0,0,2.9001673173,0,0,0,0,0,0,0,0,0,2.9001673173,0,0
119642,"c12c(cccc1)CCCC2","inhalation",0.0697155605,0,0,0,0,1.1154489682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697155605,0.0697155605,0,0,0,0,0,0,0.5577244841,0,0,0,0,0,0,0,0,0,0.278862242,0,0
121733,"c1(Cl)cc(N(=O)=O)ccc1","inhalation",0,0,0,0,0,0,0,0.0274065868,0,0.0139917838,0,0.0555343996,0,0,0.0139917838,0,0,0,0,0.0139917838,0.0555343996,0.1115015348,0,0.1115015348,0,0,0,0.0139917838,0,0,0,0,0.0139917838,0.1115015348,0,0,0,0,0,0
123546,"C(C)(=O)CC(C)=O","inhalation",0,0,0,0,0,6.0420152445,0,0,6.0420152445,0,6.0420152445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0420152445,0,0,6.0420152445,0,0,6.0420152445,0,0,0
123864,"C(C)(=O)OCCCC","inhalation",0,0,0,14.0578042825,0,14.0578042825,0,0,14.0578042825,28.115608565,4.6859347608,0,0,0,0,0,0,0,0,14.0578042825,14.0578042825,0,0,14.0578042825,0,0,0,5.8696468821,0,0,0,0,28.115608565,0,0,0,0,0,0,5.8696468821
124094,"C(N)CCCCCN","inhalation",0,0,0,0,0,0.4204770361,0,0,0,0.4204770361,0,0,0,0,0.4204770361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997410644,0,0,0,0
126998,"C(=C)(Cl)C=C","inhalation",0,0,0,0,0,0,0,0,0,0,0.2977596155,0,0,0,0,0,0,0,0,0.6160543771,1.8481631312,0,0,1.8481631312,0,0,0,1.8481631312,0,0,0,0,0,0,0,0,0,0.2977596155,0,0
306832,"C(F)(F)(F)C(Cl)Cl","inhalation",0,0,0,0,0,9.2954080684,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2954080684,9.2954080684,0,0,9.2954080684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423392,"C(F)(F)(I)C(F)(F)C(F)(F)C(F)(F)F","inhalation",0,0,0,4.6477040342,0,0,0,0,0,4.6477040342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6477040342,0,0,0,0,0
460731,"C(F)(F)(F)CC(F)F","inhalation",0,0,0,0,0,0,0,0,0,92.9097012648,0,0,0,0,0,0,92.9097012648,0,0,0,0,0,0,0,0,0,0,4.5776677631,0,0,0,0,464.548506324,0,0,0,0,4.5776677631,0,4.5776677631
509148,"C(N(=O)=O)(N(=O)=O)(N(=O)=O)N(=O)=O","inhalation",0,0,0,0,0,0.092750182,0,0,0,0,0.092750182,0,0,0,0,0,0,0,0,0,0.0009275018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528449,"C(=O)(O)c1c(C(=O)O)cc(C(=O)O)cc1","inhalation",0,0,0,0,0,0,0,0,0,0,5.40765E-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542563,"C(C)(C)CON=O","inhalation",0,0,0,0,0,2.7769941462,0,0.6942485366,2.7769941462,0.6942485366,1.3884970731,0,0,0,0,0,2.7769941462,0,0,2.7769941462,2.7769941462,0,0,1.3884970731,0,0,0,0.0925664716,0,0,0,0,0.6942485366,2.7769941462,0,0,0,0,0,0.0925664716
542756,"C(Cl)=CCCl","inhalation",0,1.3943112102,0,0,0,1.3943112102,0,0,0.8365867261,0,0,0,1.3943112102,0,0,0,0.8365867261,0,0,0.8365867261,0.8365867261,0,0,1.3943112102,0,0,0,0,0,0,0,0,0,1.3943112102,0,0,0,0,0,0
556672,"C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1","inhalation",0,0,0,4.5361591374,0,8.3472764455,0,0,0,0.3253392824,0,8.3472764455,8.3472764455,0,0,0,0,0,0,0,4.5361591374,0,0,0,0,0,0,4.5361591374,0,0,0,0,0,4.5361591374,0,0,0,0,0,0
583391,"C(N)(N)=NN(=O)=O","inhalation",0,0,0,0.01513134,0,0.0004539402,0,0.0378283501,0,0.004539402,0.01513134,0.0094570875,0,0,0.01513134,0,0,0,0,0.0001513134,0.0047361095,0.0378283501,0,0,0,0.0378283501,0.004539402,0.0001513134,0,0,0,0,0,0.0047361095,0.004539402,0,0,0,0,0.0001513134
592416,"C(=C)CCCC","inhalation",0,0,0,0,0,0.2430435534,0,0,0,0.0278149844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2430435534,0,0,0,0.0810145178,0,0,0,0,0,0,0,0,0,0,0,0
763699,"C(=O)(CCOCC)OCC","inhalation",0,0,0,0,0,4.7406581149,0,0,2.3331474252,4.7406581149,2.3331474252,0,0,0,0,0,0,0,0,2.3331474252,4.7406581149,0,0,2.3331474252,0,0,0,0,0,0,0,0,0,9.2582264361,0,0,0,0,0,2.3331474252
872504,"C1(=O)CCCN1C","inhalation",0,0,0,0,0,6.8780205974,0,0,0,6.8780205974,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8780205974,0,0,0,6.8780205974,0,0,0,0,0,0,0,0,0,1.1463367663,0,6.8780205974
994058,"C(C)(C)(CC)OC","inhalation",2.3238520171,0,0,2.3238520171,0,32.5339282395,0,0,32.5339282395,2.3238520171,13.9431121027,0,0,0,0,0,32.5339282395,0,0,2.3238520171,2.3238520171,0,0,0,0,0,0,2.3238520171,0,0,0,0,0,0,0,0,0,0,0,2.3238520171
1569013,"C(C)(O)COCCC","inhalation",0,0,0,0,0,2.8365821013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569024,"C(C)(O)COCC","inhalation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9848557587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8368175271,0,0
1649087,"C(F)(F)(Cl)CCl","inhalation",0,0,0,0,0,4.6316881577,0,0,18.5267526308,18.5267526308,4.6316881577,0,0,18.5267526308,0,0,18.5267526308,0,0,18.5267526308,4.6316881577,0,0,18.5267526308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717006,"C(C)(F)(Cl)Cl","inhalation",0,0,0,0,0,186.5599129387,0,0,0,186.5599129387,186.5599129387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314978,"C(F)(F)(F)I","inhalation",0,0,0,0,0,123.9387742455,0,123.9387742455,247.877548491,247.877548491,61.9693871228,61.9693871228,0,0,0,0,0,0,0,0,247.877548491,0,0,61.9693871228,0,0,0,123.9387742455,0,0,0,0,0,61.9693871228,61.9693871228,0,0,0,0,123.9387742455
2431507,"C(=C)(Cl)C(Cl)CCl","inhalation",0,0,0,0,0,0.0242325411,0,0,0,0.0242325411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242325411,0,0,0,0,0,0,0,0,0,0,0,0.0242325411
2530872,"C(Cl)CC[Si](OC)(OC)OC","inhalation",0.9202453988,0,0,0,0.9202453988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9202453988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2698411,"C(#N)C(C#N)=Cc1c(Cl)cccc1","inhalation",0,0,0,0,0,0.0018075774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072303094,0,0.0018075774,0,0,0,0
2837890,"C(F)(F)(F)C(F)Cl","inhalation",0,0,0,0,0,0,0,0,0,139.4311210262,139.4311210262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.4311210262,0,0
3811732,"c1(S{-})ccccn{+}1O{-}.[Na]{+}","inhalation",0,0,0,0,0,0.0142507284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142507284,0,0,0,0,0,0,0,0.0142507284,0,0
5522430,"c12c3c4c(c(N(=O)=O)ccc4ccc3ccc1)cc2","inhalation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004596011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6055523,"C(CCCCCN{+}.Cl{-})N{+}.Cl{-}","inhalation",0,0,0,0,0,0.1922679446,0,0,0,0.0600837327,0,0,0,0,0,0,0.1922679446,0,0,0,0,0,0,0.1922679446,0,0,0,0,0,0,0,0,0,0.0192267945,0,0,0,0,0,0.0060083733
16219753,"C1(=CC)C2C=CC(C2)C1","inhalation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455474995,1.3850158022,0,0,0,0,0,0,0.2305261201,0,0,0,0,0,0,0.2305261201,0,0,0,0,0.2305261201
26530201,"C1(=O)C=CSN1CCCCCCCC","inhalation",0,0,0,0.0068073157,0,0.0068073157,0,0,0,0.0068073157,0,0,0,0,0,0,0,0,0,0.0068073157,0.0068073157,0,0,0,0,0,0,0,0,0,0,0,0.0068073157,0,0,0,0,0,0,0
57018527,"C(C)(C)(C)OCC(C)O","inhalation",0.7082932197,0,0,0,0,5.6732223903,0,0,0,0.7082932197,0,0,0,0,0,0,0,0,0,0.7082932197,0.7082932197,0,0,0,0,0,0,0.7082932197,0,0,0,0,0,0,0,0,0,0.7082932197,0,0.7082932197
